,forecast_execution_date_ept,forecast_date,region,total_outages_mw,planned_outages_mw,maintenance_outages_mw,forced_outages_mw,execution_date,forecast_just_date,date_match
5377,2017-04-17,2017-04-17,PJM RTO,53302,38431,9659,5212,04172017,04172017,yes
5378,2017-04-17,2017-04-17,Western,22884,13378,7348,2158,04172017,04172017,yes
5397,2017-04-16,2017-04-16,Mid Atlantic - Dominion,29115,23343,2484,3288,04162017,04162017,yes
5398,2017-04-16,2017-04-16,PJM RTO,53426,37592,10320,5514,04162017,04162017,yes
5399,2017-04-16,2017-04-16,Western,24311,14249,7836,2226,04162017,04162017,yes
5418,2017-04-15,2017-04-15,Mid Atlantic - Dominion,29748,22821,3598,3329,04152017,04152017,yes
5419,2017-04-15,2017-04-15,PJM RTO,56437,38443,12249,5745,04152017,04152017,yes
5420,2017-04-15,2017-04-15,Western,26689,15622,8651,2416,04152017,04152017,yes
5439,2017-04-14,2017-04-14,Mid Atlantic - Dominion,29132,20311,5850,2971,04142017,04142017,yes
5440,2017-04-14,2017-04-14,PJM RTO,51467,32843,13167,5457,04142017,04142017,yes
5441,2017-04-14,2017-04-14,Western,22335,12532,7317,2486,04142017,04142017,yes
5460,2017-04-13,2017-04-13,Mid Atlantic - Dominion,27872,19513,4736,3623,04132017,04132017,yes
5461,2017-04-13,2017-04-13,PJM RTO,50467,32468,11315,6684,04132017,04132017,yes
5462,2017-04-13,2017-04-13,Western,22595,12955,6579,3061,04132017,04132017,yes
5481,2017-04-12,2017-04-12,Mid Atlantic - Dominion,29059,19804,5501,3754,04122017,04122017,yes
5482,2017-04-12,2017-04-12,PJM RTO,54655,32939,13429,8287,04122017,04122017,yes
5483,2017-04-12,2017-04-12,Western,25596,13135,7928,4533,04122017,04122017,yes
5502,2017-04-11,2017-04-11,Mid Atlantic - Dominion,28968,20130,5244,3594,04112017,04112017,yes
5503,2017-04-11,2017-04-11,PJM RTO,53244,33496,12084,7664,04112017,04112017,yes
5504,2017-04-11,2017-04-11,Western,24276,13366,6840,4070,04112017,04112017,yes
5523,2017-04-10,2017-04-10,Mid Atlantic - Dominion,30424,19969,6918,3537,04102017,04102017,yes
5524,2017-04-10,2017-04-10,PJM RTO,56164,34649,15004,6511,04102017,04102017,yes
5525,2017-04-10,2017-04-10,Western,25740,14680,8086,2974,04102017,04102017,yes
5544,2017-04-09,2017-04-09,Mid Atlantic - Dominion,27874,20146,4409,3319,04092017,04092017,yes
5545,2017-04-09,2017-04-09,PJM RTO,52424,34016,12423,5985,04092017,04092017,yes
5546,2017-04-09,2017-04-09,Western,24550,13870,8014,2666,04092017,04092017,yes
5565,2017-04-08,2017-04-08,Mid Atlantic - Dominion,26280,19987,3782,2511,04082017,04082017,yes
5566,2017-04-08,2017-04-08,PJM RTO,51159,34310,11991,4858,04082017,04082017,yes
5567,2017-04-08,2017-04-08,Western,24879,14323,8209,2347,04082017,04082017,yes
5586,2017-04-07,2017-04-07,Mid Atlantic - Dominion,25677,18865,4392,2420,04072017,04072017,yes
5587,2017-04-07,2017-04-07,PJM RTO,50541,31552,12509,6480,04072017,04072017,yes
5588,2017-04-07,2017-04-07,Western,24864,12687,8117,4060,04072017,04072017,yes
5607,2017-04-06,2017-04-06,Mid Atlantic - Dominion,26809,18437,6291,2081,04062017,04062017,yes
5608,2017-04-06,2017-04-06,PJM RTO,51128,30872,13273,6983,04062017,04062017,yes
5609,2017-04-06,2017-04-06,Western,24319,12435,6982,4902,04062017,04062017,yes
5628,2017-04-05,2017-04-05,Mid Atlantic - Dominion,25515,19085,4725,1705,04052017,04052017,yes
5629,2017-04-05,2017-04-05,PJM RTO,50903,31785,11912,7206,04052017,04052017,yes
5630,2017-04-05,2017-04-05,Western,25388,12700,7187,5501,04052017,04052017,yes
5649,2017-04-04,2017-04-04,Mid Atlantic - Dominion,24790,19040,4058,1692,04042017,04042017,yes
5650,2017-04-04,2017-04-04,PJM RTO,51643,33358,11601,6684,04042017,04042017,yes
5651,2017-04-04,2017-04-04,Western,26853,14318,7543,4992,04042017,04042017,yes
5670,2017-04-03,2017-04-03,Mid Atlantic - Dominion,24725,18858,4134,1733,04032017,04032017,yes
5671,2017-04-03,2017-04-03,PJM RTO,50580,32871,10901,6808,04032017,04032017,yes
5672,2017-04-03,2017-04-03,Western,25855,14013,6767,5075,04032017,04032017,yes
5691,2017-04-02,2017-04-02,Mid Atlantic - Dominion,26789,19312,4292,3185,04022017,04022017,yes
5692,2017-04-02,2017-04-02,PJM RTO,53004,32274,12889,7841,04022017,04022017,yes
5693,2017-04-02,2017-04-02,Western,26215,12962,8597,4656,04022017,04022017,yes
5712,2017-04-01,2017-04-01,Mid Atlantic - Dominion,26732,19048,4218,3466,04012017,04012017,yes
5713,2017-04-01,2017-04-01,PJM RTO,53476,31415,12793,9268,04012017,04012017,yes
5714,2017-04-01,2017-04-01,Western,26744,12367,8575,5802,04012017,04012017,yes
5733,2017-03-31,2017-03-31,Mid Atlantic - Dominion,21751,12853,6308,2590,03312017,03312017,yes
5734,2017-03-31,2017-03-31,PJM RTO,45169,23406,15696,6067,03312017,03312017,yes
5735,2017-03-31,2017-03-31,Western,23418,10553,9388,3477,03312017,03312017,yes
5754,2017-03-30,2017-03-30,Mid Atlantic - Dominion,17782,12751,2050,2981,03302017,03302017,yes
5755,2017-03-30,2017-03-30,PJM RTO,44458,24624,11813,8021,03302017,03302017,yes
5756,2017-03-30,2017-03-30,Western,26676,11873,9763,5040,03302017,03302017,yes
5775,2017-03-29,2017-03-29,Mid Atlantic - Dominion,18385,13159,2439,2787,03292017,03292017,yes
5776,2017-03-29,2017-03-29,PJM RTO,43522,25047,11104,7371,03292017,03292017,yes
5777,2017-03-29,2017-03-29,Western,25137,11888,8665,4584,03292017,03292017,yes
5796,2017-03-28,2017-03-28,Mid Atlantic - Dominion,18904,13808,2670,2426,03282017,03282017,yes
5797,2017-03-28,2017-03-28,PJM RTO,42417,24323,10485,7609,03282017,03282017,yes
5798,2017-03-28,2017-03-28,Western,23513,10515,7815,5183,03282017,03282017,yes
5817,2017-03-27,2017-03-27,Mid Atlantic - Dominion,17599,13256,2815,1528,03272017,03272017,yes
5818,2017-03-27,2017-03-27,PJM RTO,39905,23771,9662,6472,03272017,03272017,yes
5819,2017-03-27,2017-03-27,Western,22306,10515,6847,4944,03272017,03272017,yes
5838,2017-03-26,2017-03-26,Mid Atlantic - Dominion,18130,13164,3304,1662,03262017,03262017,yes
5839,2017-03-26,2017-03-26,PJM RTO,39882,22998,10750,6134,03262017,03262017,yes
5840,2017-03-26,2017-03-26,Western,21752,9834,7446,4472,03262017,03262017,yes
5859,2017-03-25,2017-03-25,Mid Atlantic - Dominion,19093,12965,4201,1927,03252017,03252017,yes
5860,2017-03-25,2017-03-25,PJM RTO,42680,24344,11644,6692,03252017,03252017,yes
5861,2017-03-25,2017-03-25,Western,23587,11379,7443,4765,03252017,03252017,yes
5880,2017-03-24,2017-03-24,Mid Atlantic - Dominion,17364,11724,4528,1112,03242017,03242017,yes
5881,2017-03-24,2017-03-24,PJM RTO,37614,22102,9502,6010,03242017,03242017,yes
5882,2017-03-24,2017-03-24,Western,20250,10378,4974,4898,03242017,03242017,yes
5901,2017-03-23,2017-03-23,Mid Atlantic - Dominion,16555,11717,3200,1638,03232017,03232017,yes
5902,2017-03-23,2017-03-23,PJM RTO,36632,21969,7316,7347,03232017,03232017,yes
5903,2017-03-23,2017-03-23,Western,20077,10252,4116,5709,03232017,03232017,yes
5922,2017-03-22,2017-03-22,Mid Atlantic - Dominion,17475,12177,4126,1172,03222017,03222017,yes
5923,2017-03-22,2017-03-22,PJM RTO,40239,24363,7893,7983,03222017,03222017,yes
5924,2017-03-22,2017-03-22,Western,22764,12186,3767,6811,03222017,03222017,yes
5943,2017-03-21,2017-03-21,Mid Atlantic - Dominion,19190,12560,4980,1650,03212017,03212017,yes
5944,2017-03-21,2017-03-21,PJM RTO,41990,24203,9197,8590,03212017,03212017,yes
5945,2017-03-21,2017-03-21,Western,22800,11643,4217,6940,03212017,03212017,yes
5964,2017-03-20,2017-03-20,Mid Atlantic - Dominion,17546,13369,2429,1748,03202017,03202017,yes
5965,2017-03-20,2017-03-20,PJM RTO,39403,25312,6468,7623,03202017,03202017,yes
5966,2017-03-20,2017-03-20,Western,21857,11943,4039,5875,03202017,03202017,yes
5985,2017-03-19,2017-03-19,Mid Atlantic - Dominion,18246,13383,3206,1657,03192017,03192017,yes
5986,2017-03-19,2017-03-19,PJM RTO,40487,24410,8061,8016,03192017,03192017,yes
5987,2017-03-19,2017-03-19,Western,22241,11027,4855,6359,03192017,03192017,yes
6006,2017-03-18,2017-03-18,Mid Atlantic - Dominion,17149,12573,2377,2199,03182017,03182017,yes
6007,2017-03-18,2017-03-18,PJM RTO,37540,23653,6510,7377,03182017,03182017,yes
6008,2017-03-18,2017-03-18,Western,20391,11080,4133,5178,03182017,03182017,yes
6027,2017-03-17,2017-03-17,Mid Atlantic - Dominion,16908,12035,1652,3221,03172017,03172017,yes
6028,2017-03-17,2017-03-17,PJM RTO,33574,20839,4868,7867,03172017,03172017,yes
6029,2017-03-17,2017-03-17,Western,16666,8804,3216,4646,03172017,03172017,yes
6048,2017-03-16,2017-03-16,Mid Atlantic - Dominion,16258,12035,949,3274,03162017,03162017,yes
6049,2017-03-16,2017-03-16,PJM RTO,33089,20926,2358,9805,03162017,03162017,yes
6050,2017-03-16,2017-03-16,Western,16831,8891,1409,6531,03162017,03162017,yes
6069,2017-03-15,2017-03-15,Mid Atlantic - Dominion,15985,12106,894,2985,03152017,03152017,yes
6070,2017-03-15,2017-03-15,PJM RTO,32337,21302,2581,8454,03152017,03152017,yes
6071,2017-03-15,2017-03-15,Western,16352,9196,1687,5469,03152017,03152017,yes
6090,2017-03-14,2017-03-14,Mid Atlantic - Dominion,17336,11331,2381,3624,03142017,03142017,yes
6091,2017-03-14,2017-03-14,PJM RTO,32153,20277,3481,8395,03142017,03142017,yes
6092,2017-03-14,2017-03-14,Western,14817,8946,1100,4771,03142017,03142017,yes
6111,2017-03-13,2017-03-13,Mid Atlantic - Dominion,16156,11965,1294,2897,03132017,03132017,yes
6112,2017-03-13,2017-03-13,PJM RTO,30457,21041,2642,6774,03132017,03132017,yes
6113,2017-03-13,2017-03-13,Western,14301,9076,1348,3877,03132017,03132017,yes
6132,2017-03-12,2017-03-12,Mid Atlantic - Dominion,17817,11648,2664,3505,03122017,03122017,yes
6133,2017-03-12,2017-03-12,PJM RTO,34637,21758,6020,6859,03122017,03122017,yes
6134,2017-03-12,2017-03-12,Western,16820,10110,3356,3354,03122017,03122017,yes
6153,2017-03-11,2017-03-11,Mid Atlantic - Dominion,16256,11389,850,4017,03112017,03112017,yes
6154,2017-03-11,2017-03-11,PJM RTO,34023,21579,3253,9191,03112017,03112017,yes
6155,2017-03-11,2017-03-11,Western,17767,10190,2403,5174,03112017,03112017,yes
6174,2017-03-10,2017-03-10,Mid Atlantic - Dominion,17428,9549,4314,3565,03102017,03102017,yes
6175,2017-03-10,2017-03-10,PJM RTO,35481,17929,7628,9924,03102017,03102017,yes
6176,2017-03-10,2017-03-10,Western,18053,8380,3314,6359,03102017,03102017,yes
6195,2017-03-09,2017-03-09,Mid Atlantic - Dominion,16419,10149,2233,4037,03092017,03092017,yes
6196,2017-03-09,2017-03-09,PJM RTO,32933,18488,4396,10049,03092017,03092017,yes
6197,2017-03-09,2017-03-09,Western,16514,8339,2163,6012,03092017,03092017,yes
6216,2017-03-08,2017-03-08,Mid Atlantic - Dominion,17344,10443,2609,4292,03082017,03082017,yes
6217,2017-03-08,2017-03-08,PJM RTO,34624,19634,5570,9420,03082017,03082017,yes
6218,2017-03-08,2017-03-08,Western,17280,9191,2961,5128,03082017,03082017,yes
6237,2017-03-07,2017-03-07,Mid Atlantic - Dominion,17814,10875,3496,3443,03072017,03072017,yes
6238,2017-03-07,2017-03-07,PJM RTO,35634,19296,6444,9894,03072017,03072017,yes
6239,2017-03-07,2017-03-07,Western,17820,8421,2948,6451,03072017,03072017,yes
6258,2017-03-06,2017-03-06,Mid Atlantic - Dominion,17794,10875,3481,3438,03062017,03062017,yes
6259,2017-03-06,2017-03-06,PJM RTO,33054,18991,5671,8392,03062017,03062017,yes
6260,2017-03-06,2017-03-06,Western,15260,8116,2190,4954,03062017,03062017,yes
6279,2017-03-05,2017-03-05,Mid Atlantic - Dominion,18194,10776,4952,2466,03052017,03052017,yes
6280,2017-03-05,2017-03-05,PJM RTO,36344,18067,11162,7115,03052017,03052017,yes
6281,2017-03-05,2017-03-05,Western,18150,7291,6210,4649,03052017,03052017,yes
6300,2017-03-04,2017-03-04,Mid Atlantic - Dominion,17440,10227,5066,2147,03042017,03042017,yes
6301,2017-03-04,2017-03-04,PJM RTO,37822,17583,12380,7859,03042017,03042017,yes
6302,2017-03-04,2017-03-04,Western,20382,7356,7314,5712,03042017,03042017,yes
6321,2017-03-03,2017-03-03,Mid Atlantic - Dominion,13349,4266,7587,1496,03032017,03032017,yes
6322,2017-03-03,2017-03-03,PJM RTO,30119,9955,12949,7215,03032017,03032017,yes
6323,2017-03-03,2017-03-03,Western,16770,5689,5362,5719,03032017,03032017,yes
6342,2017-03-02,2017-03-02,Mid Atlantic - Dominion,10604,2598,6392,1614,03022017,03022017,yes
6343,2017-03-02,2017-03-02,PJM RTO,26742,7918,11064,7760,03022017,03022017,yes
6344,2017-03-02,2017-03-02,Western,16138,5320,4672,6146,03022017,03022017,yes
6363,2017-03-01,2017-03-01,Mid Atlantic - Dominion,10103,2561,5333,2209,03012017,03012017,yes
6364,2017-03-01,2017-03-01,PJM RTO,27187,7704,11960,7523,03012017,03012017,yes
6365,2017-03-01,2017-03-01,Western,17084,5143,6627,5314,03012017,03012017,yes
6384,2017-02-28,2017-02-28,Mid Atlantic - Dominion,10778,2389,5696,2693,02282017,02282017,yes
6385,2017-02-28,2017-02-28,PJM RTO,25067,6632,10899,7536,02282017,02282017,yes
6386,2017-02-28,2017-02-28,Western,14289,4243,5203,4843,02282017,02282017,yes
6405,2017-02-27,2017-02-27,Mid Atlantic - Dominion,7725,2026,4272,1427,02272017,02272017,yes
6406,2017-02-27,2017-02-27,PJM RTO,22580,6269,9966,6345,02272017,02272017,yes
6407,2017-02-27,2017-02-27,Western,14855,4243,5694,4918,02272017,02272017,yes
6426,2017-02-26,2017-02-26,Mid Atlantic - Dominion,7501,2006,4092,1403,02262017,02262017,yes
6427,2017-02-26,2017-02-26,PJM RTO,23403,4672,11348,7383,02262017,02262017,yes
6428,2017-02-26,2017-02-26,Western,15902,2666,7256,5980,02262017,02262017,yes
6447,2017-02-25,2017-02-25,Mid Atlantic - Dominion,8967,1890,5311,1766,02252017,02252017,yes
6448,2017-02-25,2017-02-25,PJM RTO,24565,4716,11448,8401,02252017,02252017,yes
6449,2017-02-25,2017-02-25,Western,15598,2826,6137,6635,02252017,02252017,yes
6468,2017-02-24,2017-02-24,Mid Atlantic - Dominion,11174,1890,6993,2291,02242017,02242017,yes
6469,2017-02-24,2017-02-24,PJM RTO,26814,4876,12713,9225,02242017,02242017,yes
6470,2017-02-24,2017-02-24,Western,15640,2986,5720,6934,02242017,02242017,yes
6489,2017-02-23,2017-02-23,Mid Atlantic - Dominion,10023,1890,6597,1536,02232017,02232017,yes
6490,2017-02-23,2017-02-23,PJM RTO,24274,4876,11939,7459,02232017,02232017,yes
6491,2017-02-23,2017-02-23,Western,14251,2986,5342,5923,02232017,02232017,yes
6510,2017-02-22,2017-02-22,Mid Atlantic - Dominion,8237,1890,5002,1345,02222017,02222017,yes
6511,2017-02-22,2017-02-22,PJM RTO,23021,4876,11464,6681,02222017,02222017,yes
6512,2017-02-22,2017-02-22,Western,14784,2986,6462,5336,02222017,02222017,yes
6531,2017-02-21,2017-02-21,Mid Atlantic - Dominion,7234,1890,4094,1250,02212017,02212017,yes
6532,2017-02-21,2017-02-21,PJM RTO,23392,3561,10272,9559,02212017,02212017,yes
6533,2017-02-21,2017-02-21,Western,16158,1671,6178,8309,02212017,02212017,yes
6552,2017-02-20,2017-02-20,Mid Atlantic - Dominion,6501,1890,3386,1225,02202017,02202017,yes
6553,2017-02-20,2017-02-20,PJM RTO,22527,3561,10362,8604,02202017,02202017,yes
6554,2017-02-20,2017-02-20,Western,16026,1671,6976,7379,02202017,02202017,yes
6573,2017-02-19,2017-02-19,Mid Atlantic - Dominion,8999,1740,6146,1113,02192017,02192017,yes
6574,2017-02-19,2017-02-19,PJM RTO,26586,3411,16009,7166,02192017,02192017,yes
6575,2017-02-19,2017-02-19,Western,17587,1671,9863,6053,02192017,02192017,yes
6594,2017-02-18,2017-02-18,Mid Atlantic - Dominion,6221,1740,2901,1580,02182017,02182017,yes
6595,2017-02-18,2017-02-18,PJM RTO,23836,3411,11681,8744,02182017,02182017,yes
6596,2017-02-18,2017-02-18,Western,17615,1671,8780,7164,02182017,02182017,yes
6615,2017-02-17,2017-02-17,Mid Atlantic - Dominion,4103,1447,965,1691,02172017,02172017,yes
6616,2017-02-17,2017-02-17,PJM RTO,18749,2958,6678,9113,02172017,02172017,yes
6617,2017-02-17,2017-02-17,Western,14646,1511,5713,7422,02172017,02172017,yes
6636,2017-02-16,2017-02-16,Mid Atlantic - Dominion,3262,1447,93,1722,02162017,02162017,yes
6637,2017-02-16,2017-02-16,PJM RTO,17065,2958,5014,9093,02162017,02162017,yes
6638,2017-02-16,2017-02-16,Western,13803,1511,4921,7371,02162017,02162017,yes
6657,2017-02-15,2017-02-15,Mid Atlantic - Dominion,2704,1447,-278,1535,02152017,02152017,yes
6658,2017-02-15,2017-02-15,PJM RTO,17032,2958,5419,8655,02152017,02152017,yes
6659,2017-02-15,2017-02-15,Western,14328,1511,5697,7120,02152017,02152017,yes
6678,2017-02-14,2017-02-14,Mid Atlantic - Dominion,3362,1427,126,1809,02142017,02142017,yes
6679,2017-02-14,2017-02-14,PJM RTO,16826,2938,5190,8698,02142017,02142017,yes
6680,2017-02-14,2017-02-14,Western,13464,1511,5064,6889,02142017,02142017,yes
6699,2017-02-13,2017-02-13,Mid Atlantic - Dominion,3817,1414,835,1568,02132017,02132017,yes
6700,2017-02-13,2017-02-13,PJM RTO,17041,2925,5531,8585,02132017,02132017,yes
6701,2017-02-13,2017-02-13,Western,13224,1511,4696,7017,02132017,02132017,yes
6720,2017-02-12,2017-02-12,Mid Atlantic - Dominion,3008,552,810,1646,02122017,02122017,yes
6721,2017-02-12,2017-02-12,PJM RTO,18817,2063,9196,7558,02122017,02122017,yes
6722,2017-02-12,2017-02-12,Western,15809,1511,8386,5912,02122017,02122017,yes
6741,2017-02-11,2017-02-11,Mid Atlantic - Dominion,3312,552,542,2218,02112017,02112017,yes
6742,2017-02-11,2017-02-11,PJM RTO,18397,2063,6820,9514,02112017,02112017,yes
6743,2017-02-11,2017-02-11,Western,15085,1511,6278,7296,02112017,02112017,yes
6762,2017-02-10,2017-02-10,Mid Atlantic - Dominion,2285,552,-373,2106,02102017,02102017,yes
6763,2017-02-10,2017-02-10,PJM RTO,11027,1958,2001,7068,02102017,02102017,yes
6764,2017-02-10,2017-02-10,Western,8742,1406,2374,4962,02102017,02102017,yes
6783,2017-02-09,2017-02-09,Mid Atlantic - Dominion,3767,552,60,3155,02092017,02092017,yes
6784,2017-02-09,2017-02-09,PJM RTO,13244,1958,2116,9170,02092017,02092017,yes
6785,2017-02-09,2017-02-09,Western,9477,1406,2056,6015,02092017,02092017,yes
6804,2017-02-08,2017-02-08,Mid Atlantic - Dominion,10446,552,6499,3395,02082017,02082017,yes
6805,2017-02-08,2017-02-08,PJM RTO,19564,1958,8535,9071,02082017,02082017,yes
6806,2017-02-08,2017-02-08,Western,9118,1406,2036,5676,02082017,02082017,yes
6825,2017-02-07,2017-02-07,Mid Atlantic - Dominion,5451,552,2272,2627,02072017,02072017,yes
6826,2017-02-07,2017-02-07,PJM RTO,14644,1958,4431,8255,02072017,02072017,yes
6827,2017-02-07,2017-02-07,Western,9193,1406,2159,5628,02072017,02072017,yes
6846,2017-02-06,2017-02-06,Mid Atlantic - Dominion,1701,552,-282,1431,02062017,02062017,yes
6847,2017-02-06,2017-02-06,PJM RTO,11816,1958,2065,7793,02062017,02062017,yes
6848,2017-02-06,2017-02-06,Western,10115,1406,2347,6362,02062017,02062017,yes
6867,2017-02-05,2017-02-05,Mid Atlantic - Dominion,6012,746,4014,1252,02052017,02052017,yes
6868,2017-02-05,2017-02-05,PJM RTO,17476,996,9344,7136,02052017,02052017,yes
6869,2017-02-05,2017-02-05,Western,11464,250,5330,5884,02052017,02052017,yes
6888,2017-02-04,2017-02-04,Mid Atlantic - Dominion,6692,746,4106,1840,02042017,02042017,yes
6889,2017-02-04,2017-02-04,PJM RTO,16857,836,9200,6821,02042017,02042017,yes
6890,2017-02-04,2017-02-04,Western,10165,90,5094,4981,02042017,02042017,yes
6909,2017-02-03,2017-02-03,Mid Atlantic - Dominion,647,455,-1040,1232,02032017,02032017,yes
6910,2017-02-03,2017-02-03,PJM RTO,10007,545,4193,5269,02032017,02032017,yes
6911,2017-02-03,2017-02-03,Western,9360,90,5233,4037,02032017,02032017,yes
6930,2017-02-02,2017-02-02,Mid Atlantic - Dominion,1687,475,59,1153,02022017,02022017,yes
6931,2017-02-02,2017-02-02,PJM RTO,8960,565,3720,4675,02022017,02022017,yes
6932,2017-02-02,2017-02-02,Western,7273,90,3661,3522,02022017,02022017,yes
6951,2017-02-01,2017-02-01,Mid Atlantic - Dominion,1977,184,581,1212,02012017,02012017,yes
6952,2017-02-01,2017-02-01,PJM RTO,10502,274,4870,5358,02012017,02012017,yes
6953,2017-02-01,2017-02-01,Western,8525,90,4289,4146,02012017,02012017,yes
6972,2017-01-31,2017-01-31,Mid Atlantic - Dominion,2055,164,741,1150,01312017,01312017,yes
6973,2017-01-31,2017-01-31,PJM RTO,8608,212,2898,5498,01312017,01312017,yes
6974,2017-01-31,2017-01-31,Western,6553,48,2157,4348,01312017,01312017,yes
6993,2017-01-30,2017-01-30,Mid Atlantic - Dominion,1108,164,67,877,01302017,01302017,yes
6994,2017-01-30,2017-01-30,PJM RTO,9089,212,3749,5128,01302017,01302017,yes
6995,2017-01-30,2017-01-30,Western,7981,48,3682,4251,01302017,01302017,yes
7014,2017-01-29,2017-01-29,Mid Atlantic - Dominion,191,164,-502,529,01292017,01292017,yes
7015,2017-01-29,2017-01-29,PJM RTO,10385,212,4674,5499,01292017,01292017,yes
7016,2017-01-29,2017-01-29,Western,10194,48,5176,4970,01292017,01292017,yes
7035,2017-01-28,2017-01-28,Mid Atlantic - Dominion,1051,164,-628,1515,01282017,01282017,yes
7036,2017-01-28,2017-01-28,PJM RTO,13554,212,5072,8270,01282017,01282017,yes
7037,2017-01-28,2017-01-28,Western,12503,48,5700,6755,01282017,01282017,yes
7056,2017-01-27,2017-01-27,Mid Atlantic - Dominion,2390,164,1141,1085,01272017,01272017,yes
7057,2017-01-27,2017-01-27,PJM RTO,15249,212,7977,7060,01272017,01272017,yes
7058,2017-01-27,2017-01-27,Western,12859,48,6836,5975,01272017,01272017,yes
7077,2017-01-26,2017-01-26,Mid Atlantic - Dominion,6994,189,5303,1502,01262017,01262017,yes
7078,2017-01-26,2017-01-26,PJM RTO,20431,237,12369,7825,01262017,01262017,yes
7079,2017-01-26,2017-01-26,Western,13437,48,7066,6323,01262017,01262017,yes
7098,2017-01-25,2017-01-25,Mid Atlantic - Dominion,4287,189,2050,2048,01252017,01252017,yes
7099,2017-01-25,2017-01-25,PJM RTO,20000,237,11305,8458,01252017,01252017,yes
7100,2017-01-25,2017-01-25,Western,15713,48,9255,6410,01252017,01252017,yes
7119,2017-01-24,2017-01-24,Mid Atlantic - Dominion,6211,189,4761,1261,01242017,01242017,yes
7120,2017-01-24,2017-01-24,PJM RTO,19861,237,12221,7403,01242017,01242017,yes
7121,2017-01-24,2017-01-24,Western,13650,48,7460,6142,01242017,01242017,yes
7140,2017-01-23,2017-01-23,Mid Atlantic - Dominion,4095,189,2814,1092,01232017,01232017,yes
7141,2017-01-23,2017-01-23,PJM RTO,16511,237,10541,5733,01232017,01232017,yes
7142,2017-01-23,2017-01-23,Western,12416,48,7727,4641,01232017,01232017,yes
7161,2017-01-22,2017-01-22,Mid Atlantic - Dominion,4259,202,2995,1062,01222017,01222017,yes
7162,2017-01-22,2017-01-22,PJM RTO,19117,250,12903,5964,01222017,01222017,yes
7163,2017-01-22,2017-01-22,Western,14858,48,9908,4902,01222017,01222017,yes
7182,2017-01-21,2017-01-21,Mid Atlantic - Dominion,7699,241,5128,2330,01212017,01212017,yes
7183,2017-01-21,2017-01-21,PJM RTO,24852,289,15797,8766,01212017,01212017,yes
7184,2017-01-21,2017-01-21,Western,17153,48,10669,6436,01212017,01212017,yes
7203,2017-01-20,2017-01-20,Mid Atlantic - Dominion,7139,241,4801,2097,01202017,01202017,yes
7204,2017-01-20,2017-01-20,PJM RTO,24890,289,14371,10230,01202017,01202017,yes
7205,2017-01-20,2017-01-20,Western,17751,48,9570,8133,01202017,01202017,yes
7224,2017-01-19,2017-01-19,Mid Atlantic - Dominion,7237,221,3005,4011,01192017,01192017,yes
7225,2017-01-19,2017-01-19,PJM RTO,25134,291,12548,12295,01192017,01192017,yes
7226,2017-01-19,2017-01-19,Western,17897,70,9543,8284,01192017,01192017,yes
7245,2017-01-18,2017-01-18,Mid Atlantic - Dominion,10063,221,5235,4607,01182017,01182017,yes
7246,2017-01-18,2017-01-18,PJM RTO,27083,291,14844,11948,01182017,01182017,yes
7247,2017-01-18,2017-01-18,Western,17020,70,9609,7341,01182017,01182017,yes
7266,2017-01-17,2017-01-17,Mid Atlantic - Dominion,6484,221,3323,2940,01172017,01172017,yes
7267,2017-01-17,2017-01-17,PJM RTO,22298,291,13578,8429,01172017,01172017,yes
7268,2017-01-17,2017-01-17,Western,15814,70,10255,5489,01172017,01172017,yes
7287,2017-01-16,2017-01-16,Mid Atlantic - Dominion,3403,196,842,2365,01162017,01162017,yes
7288,2017-01-16,2017-01-16,PJM RTO,16253,266,8016,7971,01162017,01162017,yes
7289,2017-01-16,2017-01-16,Western,12850,70,7174,5606,01162017,01162017,yes
7308,2017-01-15,2017-01-15,Mid Atlantic - Dominion,5087,196,1770,3121,01152017,01152017,yes
7309,2017-01-15,2017-01-15,PJM RTO,20724,266,9882,10576,01152017,01152017,yes
7310,2017-01-15,2017-01-15,Western,15637,70,8112,7455,01152017,01152017,yes
7329,2017-01-14,2017-01-14,Mid Atlantic - Dominion,4523,208,2106,2209,01142017,01142017,yes
7330,2017-01-14,2017-01-14,PJM RTO,20206,312,10643,9251,01142017,01142017,yes
7331,2017-01-14,2017-01-14,Western,15683,104,8537,7042,01142017,01142017,yes
7350,2017-01-13,2017-01-13,Mid Atlantic - Dominion,4240,128,2870,1242,01132017,01132017,yes
7351,2017-01-13,2017-01-13,PJM RTO,19870,232,10091,9547,01132017,01132017,yes
7352,2017-01-13,2017-01-13,Western,15630,104,7221,8305,01132017,01132017,yes
7371,2017-01-12,2017-01-12,Mid Atlantic - Dominion,5863,105,3850,1908,01122017,01122017,yes
7372,2017-01-12,2017-01-12,PJM RTO,22363,1262,10920,10181,01122017,01122017,yes
7373,2017-01-12,2017-01-12,Western,16500,1157,7070,8273,01122017,01122017,yes
7392,2017-01-11,2017-01-11,Mid Atlantic - Dominion,4534,105,1644,2785,01112017,01112017,yes
7393,2017-01-11,2017-01-11,PJM RTO,19083,1262,7252,10569,01112017,01112017,yes
7394,2017-01-11,2017-01-11,Western,14549,1157,5608,7784,01112017,01112017,yes
7413,2017-01-10,2017-01-10,Mid Atlantic - Dominion,3163,105,-632,3690,01102017,01102017,yes
7414,2017-01-10,2017-01-10,PJM RTO,15416,1430,2741,11245,01102017,01102017,yes
